ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Superficie construida,Ambientes,Recámaras,Baños,Estacionamientos,Cantidad de pisos,Antigüedad,Cuota mensual de mantenimiento,Orientación,RecÃ¡maras,BaÃ±os,AntigÃ¼edad,OrientaciÃ³n,Bodegas,Tipo de casa,Tipo de propiedad,Disposición,Número de piso de la unidad,Departamentos por piso,Acceso,Metros de frente,Metros de fondo,Forma del terreno,DisposiciÃ³n del lote,Disposición del lote
1382006989,yucatán,departamento,https://departamento.metroscubicos.com/MLM-1382006989-departamento-en-venta-en-merida-chablekal-sereniti-en-priv-_JM,"$3,164,249",Mérida,Chablekal,117 m²,117 m²,3,1,1,1,,0 años,,,,,,,,,,,,,,,,,,
1353162039,yucatán,ultimos,https://departamento.metroscubicos.com/MLM-1353162039-ultimos-departamentos-en-venta-ubicados-en-conkal-yucatan-_JM,"$1,668,000",Conkal,Conkal,88 m²,88 m²,3,2,1,2,,0 años,,,,,,,,,,,,,,,,,,
1352728871,yucatán,departamentos,https://departamento.metroscubicos.com/MLM-1352728871-departamentos-de-1-y-2-recamaras-en-temozon-_JM,"$2,550,000",Mérida,Temozon Norte,55 m²,55 m²,2,1,1,1,,,,,,,,,,,,,,,,,,,,
1348822172,yucatán,nibana,https://departamento.metroscubicos.com/MLM-1348822172-nibana-departamentos-_JM,"$2,250,000",Mérida,Temozon Norte,86 m²,86 m²,4,2,2,1,,0 años,,,,,,,,,,,,,,,,,,
1345584581,yucatán,departamentos,https://departamento.metroscubicos.com/MLM-1345584581-departamentos-en-venta-en-cholul-_JM,"$1,625,000",Mérida,Cholul,84 m²,84 m²,4,2,2,2,,0 años,,,,,,,,,,,,,,,,,,
1341543407,yucatán,departamento,https://departamento.metroscubicos.com/MLM-1341543407-departamento-en-venta-siela-seaside-telchac-puerto-modelo-_JM,"$8,714,160",Telchac Puerto,Telchac Puerto,233 m²,233 m²,9,4,4,2,,,,,,,,,,,,,,,,,,,,
1426681153,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1426681153-terreno-en-venta-en-privada-residencial-30m-de-frente-la-alborada-_JM,"$2,842,500",YucatÃ¡n,MÃ©rida,1137 mÂ²,,,,,,,,0 MXN,,,,,,,,,,,,Otro,,,,,
1425014504,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1425014504-terreno-en-merida-para-invertir-al-norte-de-la-ciudad-misnebalam-_JM,"$630,000",MÃ©rida,Xcunya,2067 mÂ²,,,,,,,,0 MXN,,,,,,,,,,,,Otro,,,,,
1360068758,yucatán,lotes,https://terreno.metroscubicos.com/MLM-1360068758-lotes-residenciales-en-merida-con-5-mil-pesos-de-enganche-_JM,"$525,000",MÃ©rida,Chuburna Inn,112 mÂ²,,,,,,,,850 MXN,,,,,,,,,,,,Asfalto,7 m,16 m,,,
1373164765,yucatán,terrenos,https://terreno.metroscubicos.com/MLM-1373164765-terrenos-en-merida-yucatan-telchac-super-precio-_JM,"$108,940",Telchac Puerto,Telchac Puerto,360 mÂ²,,,,,,,,150 MXN,,,,,,,,,,,,Tierra,15 m,24 m,Regular,Otro,
1367582244,yucatán,qh5,https://terreno.metroscubicos.com/MLM-1367582244-qh5-preventa-terreno-cerca-del-cenote-yucatan-_JM,"$350,300",Yucatán,Hunucma,437 m²,,,,,,,,300 MXN,,,,,,,,,,,,Ripio,,,,,
1407753676,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1407753676-terreno-sobre-avenida-de-cuatro-carriles-en-yucatan-320m2-142m-de-frente-71298m2-tizimin-_JM,"$22,980,000",YucatÃ¡n,Tizimin,71298 mÂ²,,,,,,,,0 MXN,,,,,,,,,,,,Otro,,,,,
1345605007,yucatán,venta,https://terreno.metroscubicos.com/MLM-1345605007-venta-de-terrenos-en-hacienda-ticopo-merida-_JM,"$625,159",MÃ©rida,Merida Centro,788 mÂ²,,,,,,,,,,,,,,,,,,,,Otro,,,Plano,,
1403589915,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1403589915-terreno-comercial-en-traspaso-cd-maderas-peninsula-_JM,"$1,729,000",MÃ©rida,Sierra Papacal,2241 mÂ²,,,,,,,,750 MXN,,,,,,,,,,,,Otro,40 m,56 m,Plano,Interno,
1407747610,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1407747610-terreno-en-tizimin-142m-de-frente-71298m2-tizimin-_JM,"$22,980,000",YucatÃ¡n,Tizimin,71298 mÂ²,,,,,,,,0 MXN,,,,,,,,,,,,Otro,,,,,
1346197454,yucatán,vive,https://terreno.metroscubicos.com/MLM-1346197454-vive-en-izamal-terrenos-premium-nuevo-ebula-_JM,"$124,289",Izamal,Citilcun,260 m²,,,,,,,,,,,,,,,,,,,,Otro,10 m,26 m,Regular,,
1415888021,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1415888021-terreno-en-merida-en-privada-puerta-mayab-en-zona-country-privada-puerta-mayab-_JM,$800,YucatÃ¡n,MÃ©rida,5050 mÂ²,,,,,,,,1600 MXN,,,,,,,,,,,,Otro,,,,,
1411158999,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1411158999-terreno-con-cenotes-en-venta-en-valladolid-pueblo-magico-32-hectareas-_JM,"$12,000,000",YucatÃ¡n,Valladolid,323550 mÂ²,,,,,,,,0 MXN,,,,,,,,,,,,Otro,,,,,
1407763243,yucatán,venta,https://terreno.metroscubicos.com/MLM-1407763243-venta-terreno-precio-de-oportunidad-1000m2-dos-lotes-disponibles-dzidzilha-_JM,"$1,700,000",MÃ©rida,Dzidzilche,1000 mÂ²,,,,,,,,0 MXN,,,,,,,,,,,,Otro,,,,,
1415882199,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1415882199-terreno-en-merida-en-privada-puerta-mayab-en-zona-country-privada-puerta-mayab-_JM,$850,YucatÃ¡n,MÃ©rida,8026 mÂ²,,,,,,,,1600 MXN,,,,,,,,,,,,Otro,,,,,
1421912015,yucatán,lote,https://terreno.metroscubicos.com/MLM-1421912015-lote-de-terreno-en-playa-san-benito-en-venta-a-130-metros-de-_JM,"$2,500,000",Dzemul,San Benito,970 mÂ²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1407716266,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1407716266-terreno-en-privada-residencial-precio-por-debajo-del-desarrollo-_JM,"$2,175,000",MÃ©rida,Santa Gertrudis Copo,502 mÂ²,,,,,,,,2700 MXN,,,,,,,,,,,,Otro,,,,,
1409742170,yucatán,lotes,https://terreno.metroscubicos.com/MLM-1409742170-lotes-residenciales-en-jardines-de-la-rejoyada-_JM,"$1,450",Mérida,Kikteil,900 m²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1418045601,yucatán,lote,https://terreno.metroscubicos.com/MLM-1418045601-lote-campestre-de-3-mil-m2-en-conkal-yucatan-_JM,"$3,000,000",Conkal,Conkal,3000 mÂ²,,,,,,,,,,,,,,,,,,,,Tierra,30 m,100 m,Regular,Otro,
1360023488,yucatán,venta,https://terreno.metroscubicos.com/MLM-1360023488-venta-de-terreno-en-merida-_JM,"$3,750",MÃ©rida,Chuburna Inn,112 mÂ²,,,,,,,,850 MXN,,,,,,,,,,,,Asfalto,7 m,16 m,Plano,,
1417987416,yucatán,ultimos,https://terreno.metroscubicos.com/MLM-1417987416-ultimos-5-lotes-campestres-de-1600-m2-en-chochola-yucatan-_JM,"$480,000",Chochola,Chochola,1600 mÂ²,,,,,,,,,,,,,,,,,,,,Asfalto,20 m,80 m,Regular,Otro,
1345517513,yucatán,lotes,https://terreno.metroscubicos.com/MLM-1345517513-lotes-de-inversion-en-muluk-dentro-de-hacienda-kankabal-_JM,"$131,000",Izamal,Izamal,1000 mÂ²,,,,,,,,,,,,,,,,,,,,Tierra,20 m,50 m,Regular,,
1409662448,yucatán,oportunidadventa,https://terreno.metroscubicos.com/MLM-1409662448-oportunidadventa-de-terreno-en-merida-_JM,"$112,000",MÃ©rida,Chuburna Inn,112 mÂ²,,,,,,,,850 MXN,,,,,,,,,,,,Asfalto,7 m,16 m,Regular,,
1398116639,yucatán,ultimos,https://terreno.metroscubicos.com/MLM-1398116639-ultimos-lotes-residenciales-dzitya-merida-_JM,"$546,000",MÃ©rida,Dzitya,183 mÂ²,,,,,,,,,,,,,,,,,,,,Asfalto,,,Plano,,
1409044432,yucatán,temozon,https://terreno.metroscubicos.com/MLM-1409044432-temozon-norte-terreno-excelente-ubicacion-al-norte-de-merida-_JM,"$1,680,000",MÃ©rida,Temozon Norte,420 mÂ²,,,,,,,,,,,,,,,,,,,,Asfalto,10 m,42 m,Regular,Otro,
1325748258,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1325748258-terreno-en-zona-residencial-de-1400m2-_JM,"$2,400,000",MÃ©rida,Tamanche,1407 mÂ²,,,,,,,,,,,,,,,,,,,,Asfalto,35 m,40 m,Irregular,,
1407716080,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1407716080-terreno-de-22-has-en-venta-al-sur-de-merida-san-jose-tzal-_JM,"$4,494,794",YucatÃ¡n,MÃ©rida,22473 mÂ²,,,,,,,,0 MXN,,,,,,,,,,,,Otro,,,,,
1415806339,yucatán,oportunidad,https://terreno.metroscubicos.com/MLM-1415806339-oportunidad-terreno-en-san-benito-_JM,"$1,200,000",Dzemul,San Benito,485 mÂ²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1407735615,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1407735615-terreno-de-25-hectareas-en-tetiz-a-50km-de-merida-_JM,"$5,625,725",YucatÃ¡n,Tetiz,25 ha,,,,,,,,0 MXN,,,,,,,,,,,,Otro,,,,,
1407741387,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1407741387-terreno-de-378-has-en-venta-a-15-kms-de-merida-tzacala-_JM,"$75,616,452",YucatÃ¡n,MÃ©rida,3780822 mÂ²,,,,,,,,0 MXN,,,,,,,,,,,,Otro,,,,,
1407747976,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1407747976-terreno-en-venta-al-norte-de-merida-carretera-merida-motul-km-7-_JM,"$20,000,000",YucatÃ¡n,MÃ©rida,18168 mÂ²,,,,,,,,0 MXN,,,,,,,,,,,,Otro,,,,,
1407722344,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1407722344-terreno-en-venta-al-sur-de-merida-uman-_JM,"$6,863,396",YucatÃ¡n,MÃ©rida,34316 mÂ²,,,,,,,,0 MXN,,,,,,,,,,,,Otro,,,,,
1368318817,yucatán,terrenos,https://terreno.metroscubicos.com/MLM-1368318817-terrenos-en-montes-ame-12m-de-frente-_JM,"$3,570,000",MÃ©rida,Montes De Ame,595 mÂ²,,,,,,,,,,,,,,,,,,,,Tierra,,,,,
1415764308,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1415764308-terreno-en-venta-en-merida-precio-oportunidad-en-zona-country-club-privada-hacienda-el-cortijo-_JM,"$2,610,000",YucatÃ¡n,MÃ©rida,703 mÂ²,,,,,,,,0 MXN,,,,,,,,,,,,Otro,,,,,
1407734932,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1407734932-terreno-en-esquina-60x30-cholul-_JM,"$4,200,000",YucatÃ¡n,MÃ©rida,1800 mÂ²,,,,,,,,0 MXN,,,,,,,,,,,,Otro,,,,,
1407753320,yucatán,venta,https://terreno.metroscubicos.com/MLM-1407753320-venta-terreno-inversion-oportunidad-propiedad-privada-xcunya-_JM,"$8,336,800",MÃ©rida,Xcunya,49040 mÂ²,,,,,,,,0 MXN,,,,,,,,,,,,Otro,,,,,
1407728285,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1407728285-terreno-en-merida-junto-a-yucatan-country-club-10-hectareas-_JM,"$68,460,000",YucatÃ¡n,MÃ©rida,97800 mÂ²,,,,,,,,0 MXN,,,,,,,,,,,,Otro,,,,,
1407763495,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1407763495-terreno-de-26-has-en-venta-al-norte-de-merida-conkal-_JM,"$3,991,549",YucatÃ¡n,MÃ©rida,26610 mÂ²,,,,,,,,0 MXN,,,,,,,,,,,,Otro,,,,,
1407759995,yucatán,venta,https://terreno.metroscubicos.com/MLM-1407759995-venta-terreno-en-uman-listo-para-desarrollar--_JM,"$4,697,350",Uman,Ciudad Industrial,13421 mÂ²,,,,,,,,0 MXN,,,,,,,,,,,,Otro,,,,,
1409784513,yucatán,excelente,https://terreno.metroscubicos.com/MLM-1409784513-excelente-terreno-para-inversionistas-progreso-_JM,$250,Progreso,Progreso De Castro Centro,1813 mÂ²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1402398509,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1402398509-terreno-en-maeba-_JM,"$1,150,000",Conkal,Conkal,13 mÂ²,,,,,,,,,,,,,,,,,,,,Tierra,13 m,31 m,,,
1415628350,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1415628350-terreno-en-venta-en-merida-privada-nortemerida-900m2-norte-m-_JM,"$2,700,000",MÃ©rida,Komchen,900 mÂ²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1415673433,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1415673433-terreno-en-venta-en-merida-privada-chaactun-lote-94-_JM,"$2,100,000",Mérida,Chablekal,627 m²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1422687469,yucatán,terrenos,https://terreno.metroscubicos.com/MLM-1422687469-terrenos-en-venta-en-merida-av-ucu-zona-de-sierra-papaca-_JM,"$195,000",MÃ©rida,Sierra Papacal,500 mÂ²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1415495489,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1415495489-terreno-en-venta-en-merida-temozon-norte-_JM,"$2,446,048",MÃ©rida,Temozon Norte,764 mÂ²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1401176612,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1401176612-terreno-en-venta-en-margaritas-cholul-con-todos-los-servicios-_JM,"$10,549,201",MÃ©rida,Cholul,8114 mÂ²,,,,,,,,0 MXN,,,,,,,,,,,,Otro,,,,,
1425322281,yucatán,lotes,https://terreno.metroscubicos.com/MLM-1425322281-lotes-en-venta-al-norte-de-merida-con-club-de-golf-_JM,"$4,504,770",MÃ©rida,Komchen,1501 mÂ²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1424221386,yucatán,lotes,https://terreno.metroscubicos.com/MLM-1424221386-lotes-residenciales-en-venta-en-paseo-peninsula-acqua-_JM,"$327,624",Progreso,Flamboyanes,136 m²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1424572309,yucatán,se,https://terreno.metroscubicos.com/MLM-1424572309-se-vende-terreno-dentro-de-privada-zona-norte-de-merida-_JM,"$624,000",Mérida,Kikteil,480 m²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1424604005,yucatán,se,https://terreno.metroscubicos.com/MLM-1424604005-se-vende-terreno-dentro-de-privada-zona-norte-de-merida-_JM,"$1,765,925",Mérida,Kikteil,1412 m²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1425040548,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1425040548-terreno-en-venta-9377-metros-cuadrados-remate-chichi-suarez-opcion-a-vender-solo-por-partes-_JM,"$11,800,000",MÃ©rida,Chichi SuÃ¡rez,9377 mÂ²,,,,,,,,,,,,,,,,,,,,-,,,,,
1423605219,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1423605219-terreno-en-venta-en-tamanche-merida-_JM,"$1,305,632",Mérida,Tamanche,318 m²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1423452528,yucatán,terrenos,https://terreno.metroscubicos.com/MLM-1423452528-terrenos-residenciales-en-venta-dzibichaltun-sobre-carreter-_JM,"$5,450",Mérida,Dzibichaltun,1098 m²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1425322278,yucatán,lotes,https://terreno.metroscubicos.com/MLM-1425322278-lotes-en-venta-en-nuevo-desarrollo-al-norte-de-merida-_JM,"$2,171,565",MÃ©rida,Komchen,482 mÂ²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1424691634,yucatán,lotes,https://terreno.metroscubicos.com/MLM-1424691634-lotes-residenciales-en-privada-tamora-venta-conkal-_JM,"$900,000",YucatÃ¡n,Conkal,300 mÂ²,,,,,,,,0 MXN,,,,,,,,,,,,Otro,,,,,
1424180376,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1424180376-terreno-en-venta-privada-soluna-temozon-norte-betria-_JM,"$1,070,924",Mérida,Temozon Norte,271 m²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1424199562,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1424199562-terreno-en-venta-privada-soluna-temozon-norte-betria-_JM,"$1,086,250",Mérida,Temozon Norte,275 m²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1424239653,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1424239653-terreno-en-komunah-en-san-crisanto-lotes-crisanto-_JM,"$507,500",Sinanché,San Crisanto,350 m²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1424571999,yucatán,venta,https://terreno.metroscubicos.com/MLM-1424571999-venta-de-terreno-en-privada-con-club-de-golf-_JM,"$2,121,050",MÃ©rida,Kikteil,420 mÂ²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1424186787,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1424186787-terreno-en-venta-privada-soluna-temozon-norte-betria-_JM,"$1,562,738",Mérida,Temozon Norte,395 m²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1424223789,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1424223789-terreno-de-oportunidad-en-venta-privada-provincia-carretera-_JM,"$2,093,111",Mérida,Dzidzilche,486 m²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1424214648,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1424214648-terreno-en-venta-en-komunah-en-san-crisanto-lotes-veraniego-_JM,"$216,300",Sinanché,San Crisanto,300 m²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1423505123,yucatán,terrenos,https://terreno.metroscubicos.com/MLM-1423505123-terrenos-premium-en-preventa-en-merida-ciudad-colorin-_JM,"U$S69,000",Chicxulub Pueblo,Chicxulub,300 m²,,,,,,,,,,,,,,,,,,,,-,,,,,
1424584570,yucatán,venta,https://terreno.metroscubicos.com/MLM-1424584570-venta-de-terreno-en-privada-con-club-de-golf-_JM,"$6,385,114",MÃ©rida,Kikteil,1769 mÂ²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1424186818,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1424186818-terreno-en-venta-privada-silvesta-conkal-_JM,"$898,747",Conkal,Conkal,262 m²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1425301657,yucatán,terrenos,https://terreno.metroscubicos.com/MLM-1425301657-terrenos-en-venta-en-privada-al-norte-de-merida-phula-lote-_JM,"$1,311,000",Mérida,Dzidzilche,1092 m²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1423426707,yucatán,terrenos,https://terreno.metroscubicos.com/MLM-1423426707-terrenos-en-venta-residenciales-sobre-carretera-merida-progr-_JM,,,Inmuebles,,,,,,,,,,,,,,,,,,,,,,,,,,
1424227752,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1424227752-terreno-en-venta-privada-gaeta-cabo-norte-_JM,"$2,217,468",MÃ©rida,Temozon Norte,220 mÂ²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1425288519,yucatán,terrenos,https://terreno.metroscubicos.com/MLM-1425288519-terrenos-en-venta-en-privada-al-norte-de-merida-phula-lote-_JM,"$2,392,423",Mérida,Dzidzilche,2175 m²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1422857780,yucatán,venta,https://terreno.metroscubicos.com/MLM-1422857780-venta-terreno-en-residencial-soluna-lotes-premium-privada-_JM,"$1,335,928",Mérida,Chablekal,284 m²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1424199553,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1424199553-terreno-en-venta-privada-entre-parques-tixcuytun-_JM,"$1,465,338",Mérida,Centro,334 m²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1424205145,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1424205145-terreno-en-venta-privada-frondeza-cabo-norte-_JM,"$3,822,187",MÃ©rida,Temozon Norte,411 mÂ²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1424624395,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1424624395-terreno-residencial-en-venta-en-campo-magno-_JM,"$4,799,798",Mérida,Santa Maria,1058 m²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1424663167,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1424663167-terreno-residencial-en-venta-en-campo-magno-_JM,"$2,079,000",Mérida,Santa Maria,420 m²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1424116964,yucatán,conkal,https://terreno.metroscubicos.com/MLM-1424116964-conkal-lotes-residenciales-urbanizados-en-privada-camelia-_JM,"$2,300",Yucatán,Mérida,275 m²,,,,,,,,,,,,,,,,,,,,Ripio,,,,,
1424193270,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1424193270-terreno-en-venta-privada-soluna-temozon-norte-_JM,"$1,208,789",Mérida,Temozon Norte,284 m²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1424199603,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1424199603-terreno-en-venta-privada-licata-cabo-norte-_JM,"$6,213,368",MÃ©rida,Temozon Norte,658 mÂ²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1424227731,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1424227731-terreno-en-venta-privada-morabela-tixcuytun-_JM,"$1,331,476",Mérida,Centro,298 m²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1424199645,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1424199645-terreno-en-venta-privada-compostela-chablekal-_JM,"$5,916,407",Mérida,Chablekal,1207 m²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1424193196,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1424193196-terreno-en-venta-phula-_JM,"$819,375",Mérida,Dzidzilche,1161 m²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1424205159,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1424205159-terreno-en-venta-privada-kante-tixcuytun-_JM,"$12,025,765",Mérida,Centro,1265 m²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1424161532,yucatán,margaritas,https://terreno.metroscubicos.com/MLM-1424161532-margaritas-de-cholul-terrenos-residenciales-en-venta-en-privada-maruva-_JM,"$945,999",YucatÃ¡n,MÃ©rida,149 mÂ²,,,,,,,,,,,,,,,,,,,,Ripio,,,,,
1425533458,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1425533458-terreno-venta-chuburna-puerto-yucatan-ceiba-22-2774-mm-_JM,"$1,237,365",Progreso,Chuburna Puerto,266 mÂ²,,,,,,,,,,,,,,,,,,,,Ripio,,,,,
1424664539,yucatán,lotes,https://terreno.metroscubicos.com/MLM-1424664539-lotes-residenciales-a-5-mins-del-mar-de-telchac-con-club-de-playa-preventa-_JM,"$384,364",Telchac Pueblo,Telchac,160 m²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1425460897,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1425460897-terreno-venta-chuburna-puerto-yucatan-cluster-ceiba-22-2773-mm-_JM,"$701,717",Progreso,Chuburna Puerto,163 mÂ²,,,,,,,,,,,,,,,,,,,,Ripio,,,,,
1425458482,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1425458482-terreno-venta-chuburna-puerto-yucatan-cluster-aceibo-22-2775-mm-_JM,"$554,151",Progreso,Chuburna Puerto,114 mÂ²,,,,,,,,,,,,,,,,,,,,Ripio,,,,,
1422857492,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1422857492-terreno-residencial-con-amenidades-en-venta-en-conkal-yucat-_JM,"$2,519,821",Conkal,Conkal,1172 m²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1423426705,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1423426705-terreno-en-venta-privada-nortemerida-a-15-km-de-carr-merida-_JM,"$3,600",Mérida,Komchen,1433 m²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1424227878,yucatán,hacienda,https://terreno.metroscubicos.com/MLM-1424227878-hacienda-en-venta-san-jose-oriente-hoctun-_JM,"$27,520,702",Hoctun,Hoctun,1994253 mÂ²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1424205300,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1424205300-terreno-en-venta-el-cortijo-hacienda-residencial-_JM,"$2,688,975",MÃ©rida,Chablekal,703 mÂ²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1423413783,yucatán,terrenos,https://terreno.metroscubicos.com/MLM-1423413783-terrenos-en-venta-privada-dzibichaltun-a-un-costado-del-yuca-_JM,,,Inmuebles,,,,,,,,,,,,,,,,,,,,,,,,,,
1425435010,yucatán,crisanta,https://terreno.metroscubicos.com/MLM-1425435010-crisanta-terrenos-residenciales-en-venta-semi-urbanizados-e-_JM,"$108,100",Mococha,Mococha,200 m²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1424714736,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1424714736-terreno-en-privada-temozon-norte-_JM,"$3,585,800",Mérida,Temozon Norte,717 m²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1424227849,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1424227849-terreno-en-venta-privada-tamara-chablekal-_JM,"$4,743,555",Mérida,Chablekal,426 m²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1424223825,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1424223825-terreno-en-venta-privada-puerto-madero-by-puerto-lindo-chel-_JM,"$1,559,085",Progreso,Chelem,466 m²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1424745730,yucatán,terrenos,https://terreno.metroscubicos.com/MLM-1424745730-terrenos-al-norte-de-merida-con-amenidades-_JM,"$1,091,284",Progreso,San Ignacio,574 mÂ²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1424223879,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1424223879-terreno-en-venta-privada-iktan-ixil-_JM,"$312,658",Ixil,Ixil,300 m²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1425577797,yucatán,lotes,https://terreno.metroscubicos.com/MLM-1425577797-lotes-semi-urbanizados-via-mare-en-dzidzantun-santa-clara-_JM,"$78,900",Dzidzantun,Santa Clara,300 m²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1424174185,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1424174185-terreno-en-venta-privada-playales-telchac-puerto-_JM,"$471,200",Telchac Puerto,Telchac Puerto,160 mÂ²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1424239775,yucatán,terreno,https://terreno.metroscubicos.com/MLM-1424239775-terreno-en-venta-hacienda-kikteil-_JM,"$700,456",MÃ©rida,Kikteil,420 mÂ²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
1422800407,yucatán,lote,https://terreno.metroscubicos.com/MLM-1422800407-lote-en-venta-en-privada-el-cortijo-dzibichaltun-_JM,"$4,490",MÃ©rida,Dzibichaltun,703 mÂ²,,,,,,,,,,,,,,,,,,,,Otro,,,,,
